PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0zoYf,6k1/ppqr2p1/4p2p/2Pr3P/3P2P1/2Q2R1K/P7/5R2 b - - 5 42,d5d4 f3f8 g8h7 c3c2 d4d3 f1f3,1697,75,94,1019,crushing endgame long,https://lichess.org/VkI71AaR/black#84,
0zoZ8,2Q5/8/P4p2/2N1Pkp1/7p/7P/3r2PK/5q2 b - - 6 44,f5f4 c8g4 f4e3 a6a7 d2d4 a7a8q d4g4 a8a3,2631,94,84,60,advancedPawn crushing endgame promotion veryLong,https://lichess.org/PP0VWS8w/black#88,
0zobg,4R3/1p4pk/p6p/3P4/2P5/P4KPP/1r6/8 w - - 0 42,f3e4 b2e2 e4f5 e2e8 d5d6 h7g8,2011,76,96,268,crushing defensiveMove endgame long rookEndgame skewer,https://lichess.org/dbGzFIef#83,
0zooC,2k5/1p4pp/2p5/3pp3/4q3/2Pr4/PPKBN3/R3Q3 w - - 9 39,a1d1 d3c3 c2c3 e4c4,2122,78,77,248,attraction discoveredCheck doubleCheck endgame mate mateIn2 sacrifice short swallowstailMate,https://lichess.org/57mrANQN#77,
0zopd,6k1/pp1q3p/3p2pB/3Pbr2/3pQ3/P2P2P1/1P4KP/1R6 w - - 2 22,b1f1 f5f1 g2f1 d7h3,1205,77,67,54,advantage attraction endgame master short,https://lichess.org/lmsijwsv#43,
0zos7,rn1q1rk1/pb3ppp/4p3/1p1nP1N1/2pP4/2P5/2Q1BPPP/R1B2RK1 b - - 4 13,h7h6 c2h7,747,85,84,169,mate mateIn1 oneMove opening,https://lichess.org/RxJ30WSw/black#26,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
0zosk,r1bqr3/1p3pkp/p2p2p1/2nQ4/2P5/1P4P1/P3PPBP/R3R1K1 b - - 2 16,c8g4 d5d4 d8f6 d4g4,1150,78,89,221,advantage fork middlegame short,https://lichess.org/XUD8L9ZE/black#32,English_Opening English_Opening_Anglo-Indian_Defense
0zovK,5k1Q/ppq3r1/2p1R3/3p4/8/P1P2p2/1P4P1/6K1 b - - 2 40,f8f7 h8e8,981,83,96,927,endgame mate mateIn1 oneMove triangleMate,https://lichess.org/BHH2a9JZ/black#80,
0zovb,4k3/3n2b1/p5pp/3b4/1Q6/1P2PNP1/P4P1P/3q1BK1 w - - 3 34,f3d4 g7d4 b4d4 d1f3 d4d5 f3d5,1588,76,93,1348,crushing long middlegame pin,https://lichess.org/fAUJsOyk#67,
0zowO,6k1/1R4p1/4pqr1/2Pp3p/3P1brP/5QP1/5B2/6RK b - - 0 44,f4g3 f3f6 g6f6 f2g3,1926,75,94,1502,advantage intermezzo master middlegame short,https://lichess.org/78ZZshmM/black#88,
0zoyN,8/1p6/p5k1/8/P1P1K1p1/1P6/8/8 w - - 2 47,e4f4 g6h5 f4g3 a6a5 c4c5 h5g5,2482,135,76,22,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/RdfnGAFn#93,
0zp0F,2r2q2/1b1r3k/pn2p2p/1p4n1/2pPPPQ1/P1N1R1P1/1P5K/1B1R4 w - - 1 35,f4g5 f8f2 h2h3 f2e3,992,77,100,350,advantage fork middlegame short,https://lichess.org/l98I3891#69,
0zp0l,5k2/1Q4pK/P4q1p/7P/6P1/8/8/8 w - - 12 77,b7g7 f6g7,630,94,86,93,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/PEy7IQKc#153,
0zp3a,5rk1/pp3r2/1q2p3/2ppb2p/5P2/2NP1R2/PP1Q3P/2R4K w - - 0 24,f4e5 f7f3 d2g5 g8f7 g5h5 f7e7,1648,149,89,13,advantage defensiveMove hangingPiece long middlegame,https://lichess.org/iyJpu8fT#47,
0zp6A,8/8/1p4k1/p1p2p2/P1P2K2/1P3P2/8/8 w - - 0 47,f4e5 g6g5 e5d5 g5f4 d5e6 f4f3,1392,76,99,1621,crushing endgame long pawnEndgame zugzwang,https://lichess.org/z76gcwzk#93,
0zp6l,2r2rk1/pp3pbp/6p1/8/P2n4/7P/1P2BPPB/2R2RK1 w - - 0 20,c1c8 d4e2 g1h1 f8c8,1248,80,94,1406,advantage hangingPiece intermezzo master middlegame short,https://lichess.org/mwHk4xtN#39,
0zpF9,2rr2k1/R4ppp/3np3/3p4/2nP4/1PN3B1/4RPP1/5K2 b - - 0 29,c4d2 e2d2 c8c3 g3d6,987,78,97,593,advantage hangingPiece master middlegame short,https://lichess.org/OFTl2lMt/black#58,
0zpKE,3r4/8/4qk1p/3p2p1/1Q2rp2/1P6/2P3PP/3RR1K1 w - - 2 36,b4b7 e4e1 d1e1 e6e1,499,96,95,567,endgame mate mateIn2 short,https://lichess.org/tT9C6vGY#71,
0zpL3,2r2rk1/3b2p1/p3RB1p/8/6Q1/5PK1/6PP/5q2 b - - 0 34,g7g5 g4e4 f8f6 e6f6 d7f5 e4d5 g8h8 d5e5,2928,118,90,1275,crushing exposedKing fork middlegame quietMove veryLong,https://lichess.org/vrNhMfJE/black#68,
0zpLA,2kr4/Qpp2ppp/1n2q3/8/8/2PB1P2/PP4PP/1K1R4 w - - 2 23,a7a5 d8d3 d1d3 e6e1 b1c2 e1e2 d3d2 e2d2 c2d2 b6c4 d2d3 c4a5,1737,75,97,4419,advantage attraction endgame fork sacrifice veryLong,https://lichess.org/y0hsncpJ#45,
0zpLv,q5k1/3b1ppn/p2p3p/1p2r3/1P6/P3N1P1/2Q2P1P/3R1RK1 w - - 0 22,d1d6 h7g5 f2f3 g5f3 f1f3 a8f3 d6d7 f3e3,2662,94,91,1126,crushing kingsideAttack middlegame quietMove veryLong,https://lichess.org/bn2ulylC#43,
0zpMr,rn1qkbnr/pbp2ppp/1p2p3/3p4/2B1P3/P4P2/1PPP2PP/RNBQK1NR w KQkq - 0 5,e4d5 d8h4 g2g3 h4c4,1577,75,93,2800,crushing fork opening short,https://lichess.org/T8He8iF8#9,Owen_Defense Owen_Defense_Other_variations
0zpQa,8/7p/p1p5/1p2B1k1/1P1P1p2/P4KP1/4n3/8 b - - 1 43,e2d4 e5d4 f4g3 f3g3 g5f5 g3f3,1870,76,93,1519,advantage defensiveMove endgame hangingPiece long,https://lichess.org/WhhiP4Iu/black#86,
0zpR3,4rr1k/2pq1pp1/p1np1n1p/1p1Bp3/4P3/N1PPQPRP/PP3P1K/R7 w - - 3 22,g3g7 h8g7 d5c6 d7c6 a1g1 g7h7,1761,77,86,77,crushing defensiveMove hangingPiece long middlegame,https://lichess.org/xUkaFwT3#43,
0zpTx,5b1k/5p1p/2p1p1p1/p1PpP3/Pr1P3Q/1r3P2/4q1PP/R2R3K b - - 1 31,f8g7 h4d8 g7f8 d8f8,1120,206,54,18,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/PIkufCuJ/black#62,
0zpUv,r1b2rk1/1pq2ppp/p1p1p2n/8/1PP3B1/P3P3/1B3PPP/1R1Q1RK1 w - - 7 17,d1d4 e6e5 d4e5 c7e5,1637,75,89,3103,crushing middlegame short,https://lichess.org/flS9eqhq#33,Horwitz_Defense Horwitz_Defense_Other_variations
0zpYY,8/8/RB2k3/2b5/4b2p/2P5/PP3pP1/6K1 w - - 0 30,g1f1 e4d3,1188,174,53,55,endgame mate mateIn1 oneMove,https://lichess.org/LNsWWLe0#59,
0zpbu,5rk1/1b2R1p1/pq3r1p/1ppp4/5PQ1/3B4/PP4PP/5R1K b - - 1 23,f6f7 e7e6 b6e6 g4e6,2100,76,72,110,crushing middlegame short,https://lichess.org/mkZgZTzJ/black#46,
0zpbz,3Q3r/pb3kpp/1p6/2n5/4q3/2P1B3/P1P2P1P/R3KR2 w Q - 4 20,d8h8 e4c2 h8d8 c5d3 d8d3 c2d3,1887,76,98,733,advantage long middlegame,https://lichess.org/bSuQq9wt#39,
0zpdE,r2k4/p2p4/bp2p3/6Q1/4P3/8/P4qPP/3R3K b - - 6 29,d8c7 g5e5 c7c8 d1c1 a6c4 c1c4,2128,78,89,821,advantage endgame long,https://lichess.org/s5CjttQ3/black#58,
0zphA,5rk1/7p/b1q1p3/p7/PbPpNP2/3Q3P/6P1/2R3K1 b - - 0 29,f8f4 d3g3 g8f8 g3f4,1267,97,65,29,advantage fork master middlegame short,https://lichess.org/lQev4qIH/black#58,
0zpn2,8/8/1N3kpb/p1P5/P7/3p4/3p3P/3K4 b - - 0 44,h6e3 b6d5 f6e6 d5e3,872,76,99,767,crushing endgame fork short,https://lichess.org/G8g1n61N/black#88,
0zpnF,8/p7/1p2p3/3PP3/6p1/2P2k1p/P6K/8 b - - 0 49,f3e4 d5e6 e4f3 e6e7 g4g3 h2h3 g3g2 e7e8q,1537,89,73,68,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/U9igny0f/black#98,
0zpuw,4r1k1/pp3pp1/2p4q/3p4/3P1bB1/2P2N2/PPQN1P2/R4K2 w - - 0 22,a1e1 h6h1 f3g1 e8e1 f1e1 h1g1,1437,76,85,183,advantage attraction deflection long middlegame,https://lichess.org/Fth3avLl#43,
0zpx4,6k1/5pp1/p5r1/3P4/2R4P/P3P2K/2R2P1P/3r4 w - - 1 39,e3e4 d1d3 f2f3 d3f3,934,89,96,549,endgame epauletteMate mate mateIn2 rookEndgame short,https://lichess.org/1IelFnne#77,
0zpy7,r6r/5kp1/2p1N3/p3P3/P1B4b/2q4P/4QK2/R6R w - - 2 25,f2g2 c3g3 g2f1 f7e7,1989,84,81,27,crushing middlegame short,https://lichess.org/zBdel2wJ#49,
0zpzO,rnb1kb1r/ppp3p1/4p3/5p2/4pP1q/1PNPP3/PBP3Qp/2KR2NR b kq - 1 14,h2g1q d1g1 h4h1 g1h1 h8h1 g2h1,1780,77,80,95,crushing hangingPiece long middlegame,https://lichess.org/43QqY6Ga/black#28,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Indian_Variation
0zq7G,4r2k/1p4pp/p7/2p3Q1/P3nP2/1P2R3/1P4PP/6K1 b - - 0 27,e4g5 e3e8,483,94,100,157,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/tqr6eE3o/black#54,
0zq7x,r2q1rk1/5p2/1pb1pP1p/2pp2p1/7B/P1N1P3/1P3PPP/R2QK2R b KQ - 0 15,g5h4 d1g4 g8h7 g4g7,903,94,96,1361,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/5KFS1Y97/black#30,Indian_Defense Indian_Defense_Normal_Variation
0zq8X,3r2k1/pp3p1p/6p1/3b4/1P1q4/P7/4BPPP/2QR2K1 b - - 1 22,d4e5 e2f3 d8d6 c1d2 d5f3 d2d6 e5d6 d1d6,2529,90,92,532,crushing endgame veryLong,https://lichess.org/0VzwXVqF/black#44,
0zqEF,1q2r1k1/5pbp/R5p1/2pnP3/8/4BB1P/1r4PK/2Q2R2 w - - 0 26,f3d5 b8e5 h2h1 e5d5,1518,77,94,14771,crushing fork master masterVsMaster middlegame short,https://lichess.org/VCOTghLB#51,
0zqFA,r1b1k1nr/pppp1pp1/3b3p/3Nn3/2BNP2q/8/PPP2PPP/R1BQ1RK1 w kq - 7 9,d4f5 e5f3 g2f3 h4h2,1227,75,96,1505,kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/WwzTNFgw#17,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
0zqFL,7k/p4qrp/1ppP2p1/5p2/1P1Qp3/P6R/5PP1/6K1 b - - 5 43,f7d5 d4d5 c6d5 h3c3 g7d7 c3c8 h8g7 c8c7,2262,77,86,224,crushing endgame pin quietMove veryLong,https://lichess.org/j6xZbCIe/black#86,
0zqHk,8/8/4p1kp/4Pp2/2R1rP1K/7P/8/8 w - - 5 45,c4e4 f5e4 h4g4 h6h5 g4g3 g6f5 h3h4 e4e3 g3f3 e3e2,1667,76,86,67,advancedPawn crushing endgame veryLong,https://lichess.org/Yyjsb8eJ#89,
0zqHq,6k1/2r5/p3rpP1/1p2p2R/1P6/P6R/5PK1/8 b - - 3 45,g8g7 h5h7 g7g6 h7c7,1218,75,64,199,crushing endgame master rookEndgame short skewer,https://lichess.org/Y3dFCcBX/black#90,
0zqIP,6rk/2p2p2/p4P2/2PP4/1PN1p3/6b1/PK6/R4q2 b - - 1 39,f1c4 a1h1 g3h2 h1h2,1227,190,38,17,endgame mate mateIn2 short,https://lichess.org/KH4ie6io/black#78,
0zqKG,3br3/p7/Pp3p1p/1Ppk4/5R2/2B4P/2P3P1/7K w - - 0 39,c3f6 e8e1 h1h2 d8c7,1366,75,96,5581,advantage endgame pin short,https://lichess.org/JyxcLxSm#77,
0zqKX,4R3/ppp3pk/8/1P3pqb/P6p/8/4NQ1K/8 w - - 2 43,f2f4 g5f4 e2f4 h5e8,1320,75,98,4973,crushing endgame short,https://lichess.org/WAP19Hqq#85,
0zqNj,1rb2rk1/2qnbpp1/p3p2p/2pp4/3P4/1P2PN2/PBQ2PPP/1B1R1RK1 b - - 1 16,c5c4 c2h7,461,91,100,494,mate mateIn1 oneMove opening,https://lichess.org/2DWRCms0/black#32,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation
0zqOr,6k1/p4p2/2p4p/1p4p1/4B3/2P1qPnb/PP1r4/R1Q1R1K1 w - - 0 29,e1e3 d2g2,1180,79,92,600,mate mateIn1 middlegame oneMove operaMate vukovicMate,https://lichess.org/8an4Ux42#57,
0zqRu,k2r4/B1p2p1p/B1p3p1/5b2/4p3/2P5/PP3Q1P/3q1N1K b - - 1 24,d8d2 f2d2 d1d2 f1d2,1430,79,95,23053,advantage middlegame short,https://lichess.org/2rn9wp4R/black#48,
0zqVj,r3k3/1pq2p2/p4Pp1/2p5/4P1Q1/PPp5/7N/2KR4 b q - 0 30,c7h2 g4d7 e8f8 d7d8 a8d8 d1d8,1629,77,91,1861,endgame long mate mateIn3 sacrifice,https://lichess.org/GGdcbw6v/black#60,
0zqY4,2k5/2p2p1p/8/ppr1PP2/8/2r5/1R2R1PP/1K6 b - - 0 33,a5a4 e5e6 c3c1 b1a2 f7e6 f5e6 c1d1 e6e7,1412,76,98,7437,advancedPawn advantage endgame master rookEndgame veryLong,https://lichess.org/BSUw8tvo/black#66,
0zqcw,r4Q1k/4N1pp/1pN5/8/p5qP/1PP5/1P4P1/5RK1 b - - 0 31,a8f8 f1f8,503,106,95,2671,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/tl4zGId5/black#62,
0zqdg,r3k2r/p3ppb1/2p4p/q1n3p1/2BPP1P1/1Pp1Q2P/P1P5/1K1R2NR b kq - 1 19,c5e4 e3e4 a5a3 e4c6,1094,77,86,385,advantage hangingPiece middlegame short,https://lichess.org/kUhp2oED/black#38,
0zqf4,r2q1Rkr/1bp3b1/pp4np/4P2B/PP4p1/2NQ2B1/2P3PP/5RK1 b - - 0 24,g6f8 h5f7,1419,75,100,242,master mate mateIn1 middlegame oneMove,https://lichess.org/ypusWkfa/black#48,
0zqgA,6r1/ppp1p1rk/1n3N2/3P2Rp/2P2p1P/5P2/PP6/2K3R1 b - - 0 25,e7f6 g5h5,1152,80,95,2223,endgame master mate mateIn1 oneMove,https://lichess.org/HGXeP5so/black#50,
0zqjh,5r2/1rp3kp/6p1/3P4/R3p2q/1P1Q4/P4PPP/4R1K1 w - - 0 29,d3e4 h4f2 g1h1 f2f1 e1f1 f8f1,1086,88,92,159,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/Ivz6P9Q4#57,
0zqls,r1bqk2r/pppp1p1p/6p1/4p3/2B1P1n1/5Q2/PPPPKbPP/R1B3NR b kq - 1 10,f2g1 f3f7,948,79,87,247,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/1zW5cRXs/black#20,Kings_Pawn_Game Kings_Pawn_Game_Wayward_Queen_Attack
0zqpK,8/8/5P1R/1pkp4/p1p3K1/2r5/6PP/8 b - - 0 44,c3c1 h6h5 a4a3 f6f7 c1f1 h5f5 f1f5 g4f5,2074,75,95,1755,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/cBcJeWBh/black#88,
0zqqx,3r1r2/2qb1p1k/p3p2p/4P1p1/5Q1R/2P1P3/P1P3PP/3R2K1 w - - 0 26,h4h6 h7h6 f4f6 h6h7 f6g5 f8g8,1938,79,89,1056,crushing hangingPiece long middlegame,https://lichess.org/TL56IpEt#51,
0zqsN,8/4qpkp/p2R2p1/QbPprp2/8/P7/2P2PPP/1R4K1 w - - 3 32,a5d8 e5e1 b1e1 e7e1,820,87,93,60,endgame kingsideAttack mate mateIn2 short,https://lichess.org/xpanb5HX#63,
0zquc,2k5/p1p1bn2/1p3p2/3Np3/2PnN3/1P1r2pP/P5P1/2B1RK2 b - - 5 27,e7d8 d5b4 d3b3 a2b3,1984,75,87,298,advantage master middlegame short trappedPiece,https://lichess.org/OeDS8XTz/black#54,
0zqxg,r7/1b4q1/p2p1k1R/1p1PpP2/4P1p1/P2P4/1P3KP1/7R b - - 1 33,f6g5 h1h5 g5f4 g2g3,1650,74,82,127,endgame mate mateIn2 short,https://lichess.org/3qW0Cmn2/black#66,
0zr2S,2k5/ppp5/4P1p1/8/1P6/P2R3K/2r1r3/5R2 b - - 4 45,e2e6 f1f8 e6e8 f8e8,1022,120,100,20,endgame mate mateIn2 rookEndgame short,https://lichess.org/AuwoHZL4/black#90,
0zr4q,4kb1r/pp3ppp/4p2n/3pP3/3P3P/2q2P2/5PB1/R2Q1K1R b k - 0 17,f8b4 a1c1 e8g8 c1c3,1911,74,94,11487,crushing middlegame short,https://lichess.org/Dpw63XCz/black#34,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
0zr9F,r1b2r2/pp3Npk/2np3p/4pp2/2B5/1PP5/P2KRPPP/R7 w - - 2 21,f7d6 f8d8 d2c2 d8d6,1231,83,88,51,advantage middlegame pin short,https://lichess.org/wUMfuSSg#41,
0zrFE,6k1/4Q2p/p2p2r1/2q5/2P1PK2/3P2P1/5r2/3R1R2 w - - 11 38,f1f2 c5f2,1455,88,88,590,endgame mate mateIn1 oneMove,https://lichess.org/b4xcbLKG#75,
0zrFt,3r2k1/1pq3pp/p1p5/4B3/2P5/1P3QP1/P6P/5R1K b - - 0 25,c7e5 f3f7 g8h8 f7f8 d8f8 f1f8,982,79,91,177,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/BgdLmE5b/black#50,
0zrMA,2kr3r/pp1nqpp1/2Q1pn1p/8/3P1B1P/2PB4/PP3PP1/2KR3R b - - 0 18,b7c6 d3a6,1095,247,100,19,bodenMate mate mateIn1 middlegame oneMove,https://lichess.org/xmNorjJ6/black#36,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
0zrMx,r7/p3q1kp/1pp1P1b1/3p4/3Q2B1/4P3/PP6/2K3R1 b - - 0 30,g7f8 d4h8,989,83,95,898,endgame mate mateIn1 oneMove,https://lichess.org/FWrqudzk/black#60,
0zrOp,r3r2k/2q2Bpp/5b2/p3p2Q/1p6/B1PR4/PP3PPP/2K5 b - - 1 24,e8e7 h5h7 h8h7 d3h3 f6h4 h3h4,1756,77,91,775,attraction kingsideAttack long mate mateIn3 middlegame pillsburysMate sacrifice,https://lichess.org/a8pRs5Gx/black#48,
0zrPY,5nk1/5R1p/p5pQ/1p1Pr1P1/1q2P3/8/PK6/5R2 w - - 1 31,b2a1 b4d4 a1b1 d4e4 b1a1 e4d4,2012,79,87,72,crushing endgame long,https://lichess.org/akSMiqWK#61,
0zrYW,r2qk2r/ppp2ppp/5n2/3Pnb2/1b6/2N1P3/PP2NPPP/R1BQKB1R w KQkq - 3 8,c1d2 e5d3,909,86,92,673,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/CWhnb15O#15,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense
0zrZH,r1bq1rk1/pp3pbp/4p1pn/3pP1N1/B4P1Q/2Pp4/PP4PP/RNR4K b - - 0 15,h6f5 h4h7,998,92,68,49,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/ARNMEE1y/black#30,Modern_Defense Modern_Defense_Other_variations
0zrad,7k/pp6/7p/P2Q1p2/2pP4/2P1q3/6PP/4B1K1 w - - 1 38,e1f2 e3c1 f2e1 c1e1,869,89,97,2290,endgame mate mateIn2 short,https://lichess.org/UeDXi9tO#75,
0zrfW,4k3/5pp1/1p2p3/3rP1Pb/Pp3P1p/3K3P/1P5R/2R5 w - - 0 29,d3c4 d5c5 c4b4 c5c1,1179,86,62,69,advantage endgame short skewer,https://lichess.org/stIlojnB#57,
0zrh3,r3r1k1/pp3pb1/3p1Bp1/q1p2p2/2B1P2Q/3P3R/PP4PP/n5K1 b - - 3 18,g7f6 h4h7 g8f8 h7f7,1051,168,47,15,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/7AWQganc/black#36,Sicilian_Defense Sicilian_Defense_Grand_Prix_Attack
0zrqK,r1b2rk1/3p1ppp/p3p3/1p1nP3/1qnP4/2N2N2/PPBQ1PPP/2KR3R w - - 4 15,d2d3 b4b2,951,90,58,76,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/XEJbz7bC#29,Sicilian_Defense Sicilian_Defense_Alapin_Variation
0zrrm,2r5/5ppp/p1kr4/Bpb5/2p1P3/1P6/P4PPP/2RR2K1 b - - 0 23,c5b6 d1d6 c6d6 a5b6,1296,75,93,1241,advantage endgame short,https://lichess.org/QTLlmEqw/black#46,
0zrtV,8/p2r1p2/5kpp/2ppq3/4P3/1P3P2/P2Q2PP/2R4K w - - 0 34,c1c5 d5e4 c5c6 f6g7,2003,75,91,2858,advantage defensiveMove endgame short,https://lichess.org/DWtGtaY3#67,
0zruF,r2qr2n/1p3p1k/p1pp1Ppp/4pR2/1PP3Q1/P1NPP2P/6P1/5RK1 b - - 3 21,g6f5 g4g7,851,88,96,388,epauletteMate mate mateIn1 middlegame oneMove,https://lichess.org/mTw3TPvU/black#42,
0zrwO,1q1r4/2R2Qpk/p3p2p/5n2/1B6/P6P/5PP1/6K1 w - - 1 30,g2g4 d8d1 g1h2 b8b5,2339,181,80,99,crushing endgame short,https://lichess.org/bgLVpPSe#59,
0zs1j,8/b7/P1pk1pp1/1p2p3/1P2PpP1/1NK2P2/6P1/8 w - - 1 38,b3c5 a7c5 b4c5 d6c7,1882,74,93,11749,crushing defensiveMove endgame short,https://lichess.org/I70vmYqo#75,
0zs25,r4r2/pp3pk1/4n1qp/2p1PB2/3p1R2/3P2P1/PPPQ3P/6K1 b - - 4 23,g6g5 f4g4 g5g4 f5g4,1273,77,94,199,advantage middlegame pin short,https://lichess.org/qEKF9BxM/black#46,
0zs67,2r5/1p3kbp/5pp1/pPBRpb2/P1N5/8/5PPP/6K1 b - - 4 25,f5e6 c4d6 f7g8 d6c8 e6d5 c8e7 g8f7 e7d5,1016,90,95,1888,crushing endgame fork veryLong,https://lichess.org/M5HZB8Fc/black#50,
0zs7t,1br2rk1/pp1n1pp1/2p4p/5R2/2qPN1Q1/7P/3B2P1/5RK1 b - - 1 24,g8h7 d2h6 g7h6 e4g5 h7h8 g5f7 f8f7 f5f7,2661,89,67,92,crushing middlegame sacrifice veryLong,https://lichess.org/XVpha4IL/black#48,
0zs91,r3k2r/pbppqppp/1pn1pn2/8/2PP4/P4NP1/1P1NPPBP/R2Q1RK1 b kq - 0 9,c6d4 f3d4 b7g2 g1g2,793,82,98,1208,advantage hangingPiece middlegame short,https://lichess.org/ZA6xckpC/black#18,Bogo-Indian_Defense Bogo-Indian_Defense_Exchange_Variation
0zsBE,r3r1k1/1p3pb1/p1p4p/3bP3/P4N2/3Q3P/1q4P1/1B3R1K b - - 2 28,b2e5 d3h7 g8f8 f4g6,1183,78,92,648,mate mateIn2 middlegame pin short,https://lichess.org/TVcBTVyO/black#56,
0zsDE,4Q3/8/p3pq1k/3b1p2/4pN2/3pP3/1r4P1/5RK1 b - - 13 43,f6g5 e8h8,1295,79,74,275,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/exEUiyvd/black#86,
0zsDy,r2q1bk1/ppp2p1p/2n3p1/4P3/3p1PQ1/2P4P/PP4P1/RN3RK1 w - - 0 16,c3d4 d8d4 g1h1 d4b2 b1c3 b2c3,1290,78,93,2940,advantage long middlegame,https://lichess.org/8SNGYIxw#31,Alekhine_Defense Alekhine_Defense_Normal_Variation
0zsGv,4r1k1/1q3ppp/p7/Qp1pP3/6P1/8/PPP4P/2KR4 b - - 0 23,e8e6 a5d8 e6e8 d8e8,621,88,47,76,endgame mate mateIn2 short,https://lichess.org/LJL49Bbl/black#46,
0zsH4,r1b3k1/ppR5/3p1qp1/2p1p3/P1P1P1p1/3Q4/1PP5/1K6 b - - 2 26,f6d8 d3d5 g8h8 d5f7 d8c7 f7c7,1249,86,94,377,advantage endgame long,https://lichess.org/ZzppLdBU/black#52,
0zsJ8,2r2rk1/1b2ppbp/p2p2p1/3q4/N2N4/1PPn1P1P/P2B2P1/2RQ1RK1 w - - 1 19,a4b6 g7d4 c3d4 d5d4,1172,80,95,31126,crushing kingsideAttack middlegame short,https://lichess.org/KqfpDIg2#37,Pirc_Defense Pirc_Defense_Other_variations
0zsTS,5rk1/pr3p1p/3p2p1/q3b3/4PP2/3QB3/4N1PP/1R4K1 w - - 0 22,b1b7 a5e1,1141,80,94,265,mate mateIn1 middlegame oneMove,https://lichess.org/dlmV2oMJ#43,
0zsU6,r6k/1ppq1p1p/p2p2P1/3NrP2/2P5/P1Q5/6KP/5R2 b - - 0 29,h7g6 c3h3 h8g7 f5f6 g7g8 h3d7,1952,80,94,15330,crushing discoveredAttack endgame exposedKing long,https://lichess.org/OBqtG6gt/black#58,
0zsWk,8/R4p2/6pk/P2R3p/3P4/5KP1/3r4/6b1 w - - 4 40,a7f7 d2f2 f3e4 f2f7,1105,79,93,1877,advantage endgame short skewer,https://lichess.org/4DWkWady#79,
0zsXc,8/pp2kp2/3qp2p/6p1/P4PPn/1P5P/6r1/R3QR1K w - - 0 34,a1d1 d6c6 e1b4 e7f6 f4g5 f6g6 f1f6 g6g7 f6f7 g7f7,2591,80,90,258,crushing defensiveMove endgame veryLong,https://lichess.org/0ZOFJgEv#67,
0zsYb,2k5/ppp2p2/1q6/2n2N2/2P3r1/1P6/P1P5/2KR4 b - - 0 30,g4f4 f5e7 c8b8 d1d8,934,78,77,142,backRankMate endgame mate mateIn2 short,https://lichess.org/U68oCmHC/black#60,
0zsYy,r4rk1/pp1q2pp/2p3p1/2b1P3/R3N3/1n1P3P/1P4P1/2B1QR1K b - - 0 22,b3c1 e4c5 d7d5 f1f8 a8f8 e1c1,2310,91,69,44,advantage hangingPiece long middlegame,https://lichess.org/FsrmAfYw/black#44,
0zsbt,rn1qkbnr/pp3ppp/8/3Qp3/2B1P3/8/PP3PPP/R1B1K1NR b KQkq - 0 8,b8c6 d5f7,1007,76,100,391,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/d90IlsXn/black#16,Slav_Defense Slav_Defense_Slav_Gambit
0zsdH,7Q/2q2b2/4r1k1/1p3p2/2p5/6P1/5P2/1B1R2K1 b - - 5 41,c7e7 g3g4 g6g5 b1f5 e6e1 g1g2 e1d1 h8g7 g5f4 g7h6 f4e5 h6e3 e5f6 g4g5 f6f5 e3e7 f7d5 f2f3,2727,89,97,77,crushing defensiveMove deflection endgame pin sacrifice veryLong,https://lichess.org/2sVRAQHU/black#82,
0zsiF,r1b1rk2/pp1n1Bpp/2p2n2/8/1b1Pq3/3N1N2/PP3PPP/R2Q1RK1 b - - 2 17,f8f7 f3g5 f7g8 g5e4,1419,76,96,4366,advantage fork middlegame short,https://lichess.org/4P3Jh4Yw/black#34,Semi-Slav_Defense Semi-Slav_Defense_Other_variations
